C_ID,T_ID,Text,Completion
18,1,밤까마귀의 공격 능력,"밤까마귀의 기본 공격 능력은 존재하지 않지만, 여러 능력으로 공격 지원이 가능합니다."
18,2,밤까마귀의 방어 능력,"밤까마귀는 보유한 능력으로 다른 유닛들을 지원하는 공중 지원 유닛입니다.
- 생명력 : 140
- 방어력 : 1(+1)
- 특성 : 경장갑-기계"
18,3,밤까마귀의 기본 능력,"밤까마귀는 3개의 기본 능력이 존재합니다.
- 자동 포탑 건설 : 자동 방어 포탑을 건설하여 잠시동안 해당 지역을 방어합니다. 지상 및 공중 유닛 공격이 가능합니다.
- 대장갑 미사일 : 미사일은 대상 유닛을 추적하여 적중시 방어력과 보호막 방어력을 2 감소 시킵니다.
- 탐지기 : 밤까마귀는 은폐, 잠복, 환상 유닛을 탐지할 수 있습니다."
18,4,밤까마귀에 적용 가능한 업그레이드,"밤까마귀는 두개의 적용 가능한 업그레이드가 있습니다.
- 방해 매트릭스 : 대상 유닛을 비활성화시켜 잠시동안 공격하거나 능력을 사용하지 못하게 만듭니다. 은폐한 유닛을 드러냅니다. 생체 유닛, 건물에 사용 불가능 합니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 밤까마귀의 방어력을 증가시킵니다."
19,0,스타2 테란 의료선의 기본 정보,"의료선(Medvac)은 스타크래프트2에 등장하는 공중 수송기 입니다. 주위 생체 유닛을 치료하며, 재연소 장치를 사용하여 빠르게 이동할 수 있습니다."
19,1,테란 의료선의 공격 능력,의료선은 공격 기능이 존재하지 않습니다. 다만 주위 생체 유닛을 치료하는 능력으로 공격을 지원할 수 있습니다.
19,2,의료선의 방어 능력,"의료선은 공격 기능이 없으므로 주위의 호위를 받아야 합니다. 해병의 호위를 받을 경우, 해병의 체력을 회복시키며 전투를 보조할 수 있습니다.
- 생명력 : 150
- 방어력 : 1(+1)
- 특성 : 중장갑-기계"
19,3,의료선의 기본 능력,"의료선은 3개의 기본 능력이 존재합니다.
- 치료 : 아군 생체 유닛을 치료합니다. 아군 저그, 테란 프로토스 생체 유닛 치료가 가능합니다.
- 재연소 장치 점화 : 의료선의 이동속도를 잠시동안 증가시킵니다.
- 들이기 : 의료선의 탑승칸에 유닛을 들입니다.
- 모두 내보내기 : 탑승한 모든 유닛을 내보냅니다."
19,4,의료선에 적용 가능한 업그레이드,"의료선은 두개의 적용 가능한 기술이 있습니다.
- 카두세우스 반응로 : 의료선의 초기 에너지를 25만큼 증가시킵니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 의료선의 방어력을 증가시킵니다."
20,0,스타2 테란 전투순양함의 기본 정보,스타크래프트2에 등장하는 전투 순양함(Battlecruiser)은 테란의 가장 강력한 공중 군함 입니다. 야먀토포와 전술 차원 도약을 사용하여 전투가 가능합니다.
20,1,전투 순양함의 공격 능력,"전투순양함은 공중 및 지상공격이 모두 가능합니다.
공대지 레이저포대(ATS Laser Battery)를 사용한 지상 공격 
- 공격력 : 8(+1)
- 사거리 : 6
- 공격 속도 : 0.225(아주 빠름 기준 0.16)
- 대상 : 지상 목표물 

공대공 레이저 포대(ATA Laster Battery)
- 공격력 5(+1)
- 사거리 : 6
- 공격 속도 : 0.225(아주 빠름 기준 0.16)
- 대상 : 공중 목표물"
20,2,전투 순양함의 방어 능력,"전투 순양함은 높은 체력과 방어력을 가진 테란의 주력 우주전함 입니다.
- 체력 : 550
- 방어력 : 3(+1)
- 특성 : 중장갑-기계-거대"
20,3,전투 순양함의 기본 능력,"전투 순양함은 한가지 기본 능력 사용이 가능합니다.
- 전술 차원 도약 : 캐스팅 시간이 지나면 목표한 위치로 순간이동 합니다. 순간이동 중인 전투순양함은 무적 상태가 됩니다."
20,4,전투 순양함에 적용 가능한 업그레이드,"전투 순양함은 3가지 적용 가능한 업그레이드가 있습니다.
- 야마토 포 : 잠깐의 캐스팅 시간 후, 강력한 플라스마 포로 대상을 공격하여 240의 피해를 줍니다.
- 우주선 무기 업그레이드 1, 2, 3 단계 : 전투순양함의 공격력을 증가시킵니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 전투순양함의 방어력을 증가시킵니다."
21,0,스타크래프트2 자동 포탑의 기본 정보,자동 포탑은 스타크래프트2에 등장하는 테란 지상 건물 입니다. 자동 포탑은 밤까마귀에 의해서 생산될 수 있습니다. 밤까마귀는 선택한 장소에 밤까마귀를 설치하여 일정 범위를 자동 포탑으로 방어할 수 있습니다.
21,1,자동 포탑의 공격 능력,"자동 포탑은 12mm 가우스 포(12mm Gauss Cannon)을 사용하여 감지되는 영역 내의 적을 자동으로 공격합니다.
- 공격력 18
- 사거리 : 6 --> 7 (정밀 보안 자동추적기)
- 공격 속도 : 0.8(아주 빠름 기준 0.57)
- 대상 : 지상 및 공중 목표물"
21,2,자동 포탑의 방어 능력,"자동 포탑은 일정 영역을 방어하는 소환 구조물 입니다. 사거리 내의 적을 자동으로 공격하므로 자동 포탑 주위의 유닛을 보호할 수 있습니다.
- 체력 : 100
- 방어력 : 0
- 특성 : 중장갑-기계-구조물-소환됨"
21,3,자동 포탑에 적용 가능한 업그레이드,"자동 포탑은 1가지 적용 가능한 업그레이드가 있습니다.
- 정밀 보안 자동 추적기 : 자동포탑의 사거리가 1만큼 증가합니다."
21,4,자동 포탑의 기본 능력,자동 포탑이 보유한 기본 능력은 존재하지 않습니다.
22,0,스타크래프트2 땅거미 지뢰의 기본 정보,땅거미 지뢰(Widow Mine)는 스타크래프트2에 등장하는 테란 지상 유닛 입니다. 잠복 상태로 있다가 근처로 다가오는 적에게 미사일을 발사하여 대상과 그 주변 소규모에 범위 피해를 입힙니다.
22,1,땅거미 지뢰의 공격 능력,"땅거미 지뢰는 기본 공격 능력이 없지만, 감시 미사일을 사용해 적을 공격합니다."
22,2,땅거미 지뢰의 방어 능력,"땅거미 지뢰는 낮은 체력을 가졌지만 높은 파괴력을 가지고 있습니다. 호위 유닛과 함께 전투를 수행하거나 잠복 기능을 사용하여 적의 후방을 교란시킬 수 있습니다.
- 생명력 : 90
- 방어력 : 0(+1)
- 특성 : 경장갑-기계"
22,3,땅거미 지뢰의 기본 능력,"땅거미 지뢰는 3개의 기본 능력을 보유하고 있습니다.
- 감시 미사일 : 접근하는 적 지상 및 공중 유닛에게 미사일을 발사하여 공격합니다. 은폐된 적은 감지하지 못하며 재장전시 유닛이 노출됩니다.
- 지뢰 활성화 : 땅거미 지뢰를 잠복시켜 감시 미사일 공격이 가능하게 합니다. 활성화시 움직일 수 없습니다.
- 지뢰 비활성화 : 땅거미 지뢰를 잠복 해제하고, 이동할 수 있게 합니다. 미사일 공격이 불가능 합니다."
22,4,땅거미 지뢰에 적용 가능한 업그레이드,"땅거미 지뢰는 3개의 적용 가능한 업그레이드가 있습니다.
- 천공 발톱 : 땅거미 지뢰가 더 빠르게 잠복할 수 있습니다.
- 은폐 : 무기고를 건설하면 은폐 기능이 활성화되고, 재장전시 노출되지 않습니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 땅거미지뢰의 방어력을 증가시킵니다."
23,0,스타크래프트2 테란 싸이클론의 기본 정보,싸이클론(Cyclone)은 스타크래프트2에 등장하는 테란 지상 유닛 입니다. 목표물 고정을 사용해 이동 중에도 공격이 가능한 기동형 차량 입니다.
23,1,싸이클론의 공격 능력,"싸이클론은 태풍 미사일 포(Typhoon Missile Pod)를 사용하여 지상 및 공중 유닛을 공격합니다.
- 공격력 : 11(+1) / 기계 상대 : 14(+1)
- 사거리 : 6 --> 9(목표물 고정)
- 공격 속도 : 0.6738(아주 빠름 기준 0.48)
- 대상 : 지상 및 공중 목표물"
23,2,싸이클론의 방어 능력,"싸이클론은 높은 기동성으로 적을 교란시키며 단독으로 사용할 수 있습니다.
- 생명력 : 110
- 방어력 : 0(+1)
- 특성 : 중장갑-기계"
23,3,싸이클론의 기본 능력,"싸이클론의 기본 능력은 두개가 있습니다.
- 목표물 고정 : 대상 유닛을 고정하며 고정 대상을 향한 공격 사거리가 증가합니다. 또한 목표물 고정이 된 대상은 싸이클론이 움직이면서 공격할 수 있습니다.
- 취소 : 현재의 목표물 고정을 취소하고 새로운 대상을 선택할 수 있습니다."
23,4,싸이클론에 적용 가능한 업그레이드,"싸이클론은 세가지 적용 가능한 업그레이드가 있습니다.
- 허리케인 추진기 : 싸이클론의 이동속도를 증가시킵니다.
- 차량 무기 업그레이드 1, 2, 3 단계 : 싸이클론의 공격력을 증가시킵니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 싸이클론의 방어력을 증가시킵니다."
24,0,스타크래프트2 테란 해방선의 기본 정보,해방선(Liberator)는 스타크래프트2에 등장하는 테란 공중 유닛 입니다. 수호기 모드를 사용하여 원하는 영역을 쉽게 방어할 수 있습니다. 전투기 모드를 사용하여 공중 공격을 할 수 있습니다.
24,1,해방선의 공격 능력,"해방선은 지상공격만 가능한 수호기 모드, 공중 공격만 가능한 전투기 모드가 있습니다.
전투기모드에서 렉싱턴 로켓(Lexington Rockets)을 사용한 공중 공격 
- 공격력 : 5(+1) x 2 (방사 피해)
- 사거리 : 5
- 공격 속도 : 1.8(아주 빠름 기준 1.29)
- 대상 : 공중 목표물 

수호기 모드에서 콩코드 포(Concord Cannon)을 사용한 지상 공격 
- 공격력 : 75(+5)
- 사정거리 : 10 --> 13(첨단 탄도 시스템)
- 공격 속도 : 1.6(아주 빠름 기준 1.14)
- 대상 : 지상 유닛"
24,2,해방선의 방어 능력,"해방선이 수호기 모드일때, 움직일 수 없습니다. 따라서 수호기를 호위할 수 있는 유닛들을 근처에 배치하는 것이 좋습니다.
- 생명력 : 180
- 방어력 : 0(+1)
- 특성 : 중장갑-기계"
24,3,해방선의 기본 능력,"해방선은 두 가지 기본 능력이 있습니다.
- 수호기 모드 : 전투기 모드에서 수호기 모드로 전환합니다. 단일 지상 유닛에게 피해를 주며, 움직일 수 없습니다.
- 전투기 모드 : 수호기 모드에서 전투기 모드로 돌아갑니다. 이동이 가능하지만, 공중 공격만 가능합니다."
24,4,해방선에 적용 가능한 업그레이드,"해방선은 3가지 적용 가능한 업그레이드가 있습니다.
- 첨단 탄도 시스템 : 해방선의 수호기 모드에서 사거리가 3만큼 증가합니다.
- 우주선 무기 업그레이드 1, 2, 3 단계 : 해방선의 공격력을 증가시킵니다.
- 차량 및 우주선 장갑 업그레이드 1, 2, 3 단계 : 해방선의 방어력을 증가시킵니다."
25,0,스타크래프트2 테란 건물 목록,"스타크래프트2 테란 종족의 건설 가능한 건물 목록 입니다.
- 사령부 : 일꾼을 생산하며, 자원을 저장할 수 있습니다.
  - 궤도 사령부 : 지게로봇 투하와 스캐너 탐색이 가능합니다.
  - 행성 요새 : 이빅스 포를 장착한 사령부로, 지상 목표물 공격이 가능합니다.
- 정제소 : 베스핀 간헐천 위에 건설이 가능하며, 베스핀 가스 채취를 시작할 수 있습니다.
- 보급고 : 최대 보급 한도를 8 늘립니다. 총 보급 최대값은 200 입니다.
- 병영 : 보병 유닛을 생산하는 건물 입니다.
- 공학 연구소 : 보병 및 테란의 구조믈 관련 업그레이드를 수행할 수 있습니다.
- 미사일 포탑 : 공중을 수비하는 방어 구조물 입니다.
- 벙커 : 테란 보병이 들어가서 안전하게 지역을 방어할 수 있습니다.
- 감지탑 : 일정 범위의 적들을 감지합니다.
- 유령 사관학교 : 유령 업그레이드와 핵미사일 생산이 가능합니다.
- 우주공항 : 우주선을 생산할 수 있습니다.
- 군수공장 : 테란 지상 기계유닛을 생산할 수 있습니다.
- 무기고 : 테란 기계유닛 업그레이드가 가능합니다.
- 융합로 : 전투순양함 관련 업그레이드가 가능합니다.
- 기술실 : 일부 건물의 부속건물로 생산되는 유닛의 기술을 업그레이드 할 수 있습니다.
- 반응로 : 일부 건물의 부속 건물로 유닛을 두 기씩 생산할 수 있습니다."
26,0,스타2 테란 사령부의 정보,"스타크래프트 2의 사령부는 테란의 기본 시작 건물 입니다. 건설로봇을 훈련하여 주위 자원을 채취하며 15의 보급품을 제공합니다. 궤도 사령부 혹은 행성요새로 업그레이드 가능합니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 400|
| 건설 시간 | 100초(아주 빠름 기준 71초)|
| 체력 | 1500 |
| 방어력 | 1 --> 3 (신소재 강철 장갑)|
| 특성 | 중장갑-기계-구조물 |
| 시야 | 11 |

특수 능력
- 궤도 사령부로 업그레이드 : 사령부를 궤도 사령부를 업그레이드하여 스캐너 탐색, 지게로봇 투하, 추가 보급품 투하를 사용할 수 있습니다. 건설로봇을 들일 수 없습니다
- 행성 요새로 업그레이드 : 강력한 방어 포탑으로 무장한 행성 요새로 업그레이드 합니다. 행성 요새는 이륙할 수 없지만 방어력이 크게 향상됩니다.
- 들이기 : 주위 건설 로봇을 사령부에 들입니다.
- 모두 내보내기 : 모든 건설로봇을 내보냅니다.
- 이륙 : 사령부를 저속 비행 유닛으로 전환합니다. 공중에선 이동만 가능합니다.
- 착륙 : 선택한 위치에 사령부를 착륙시킵니다. 착륙 후 모든 기능을 사용할 수 있습니다."
27,0,궤도 사령부의 정보,"궤도 사령부는 스타크래프트2 테란의 사령부를 업그레이드한 건물 입니다. 사령부를 궤도사령부로 업그레이드 할 경우, 3가지 추가 능력을 사용할 수 있습니다. 일꾼 들이기 기능은 사라집니다.
- 투하, 지게로봇 : 선택한 위치에 지게로봇을 투하합니다. 지게로봇은 건설로봇보다 더 빠르게 자원을 채취하거나 테란, 프로토스 기계 유닛, 테란 건물을 수리할 수 있습니다.
- 투하, 추가보급품 : 선택한 보급고에 추가 보급품을 투하하여 보급품 공급량을 최대 8 증가시킵니다. (보급품 최대 수치: 200)
- 스캐너 탐색 : 지도 상의 특정 지역을 봅니다. 은폐상태이거나 잠복한 유닛을 탐지합니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150|
| 건설 시간 | 35초(아주 빠름 기준 25초)|
| 체력 | 1500 |
| 에너지 | 50(초기) --> 200(최대)|
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 11 |"
28,0,행성요새의 정보,"행성요새는 스타크래프트2 테란의 사령부를 업그레이드한 건물 입니다. 사령부를 행성요새로 업그레이드할 경우 지상 원거리 공격이 가능하며, 건물 장갑이 증가합니다. 다만, 건물 이륙 기능은 사라집니다. 또한, 공학 연구소의 정밀 보안 자동추적기를 연구하면 행성요새의 사거리를 1 증가시킬 수 있습니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 150|
| 건설 시간 | 50초(아주 빠름 기준 36초)|
| 체력 | 1500 |
| 에너지 | 50(초기) --> 200(최대)|
| 방어력 | 3 --> 5 (신소재 강철 장갑)
| 시야 | 11 |

공격 능력 
| 속성 | 정보 |
|-----|-----|
| 공격력 | 40(방사피해) |
| 사정 거리 | 6 --> 7 (정밀 보안 자동추적기)|
| 공격 속도 | 2(아주 빠름 기준 1.43) |
| 대상 | 지상 목표물 |"
29,0,정제소의 정보,"정제소는 스타크래프트2에 등장하는 테란 건물 입니다. 베스핀 간헐천 위에 건설할 수 있으며, 건설이 완료되면 건설로봇을 사용하여 베스핀 가스를 채취할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 75|
| 건설 시간 | 30초(아주 빠름 기준 21초)|
| 체력 | 500 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
30,0,보급고의 정보,"보급고는 스타크래프트2에 등장하는 테란 건물 입니다. 보급품을 공급하여 더 많은 유닛을 훈련할 수 있습니다. 유닛들이 지나갈 수 있도록 보급고를 지하로 내릴 수 있습니다. 궤도사령부의 추가 보급고 투하를 건설이 완료된 보급고에 사용하여 보급품을 추가로 늘릴 수 있습니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 100|
| 보급 | 8 --> 16(추가 보급고)|
| 건설 시간 | 30초(아주 빠름 기준 21초)|
| 체력 | 400 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
31,0,병영의 정보,"병영은 스타크래프트2에 등장하는 테란 건물 입니다. 테란의 기본 유닛인 해병을 생산할 수 있습니다. 기술실을 건설하여 고급 유닛의 생산이 가능하며 반응로를 건설하면 반응로에서 사신과 해병을 추가로 생산할 수 있습니다. 기술실과 반응로는 동시에 부착할 수 없습니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150|
| 생산 유닛 | 해병, 사신, 불곰, 유령 |
| 건설 시간 | 65초(아주 빠름 기준 46초)|
| 체력 | 1000 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
32,0,공학 연구소의 정보,"공학 연구소는 스타크래프트2에 등장하는 테란 건물 입니다. 보병 유닛의 공격력과 방어력을 향상시키는 연구와 건물의 방어력을 증가시키고, 추가 기능을 제공하는 업그레이드를 제공합니다.
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 125|
| 건설 시간 | 35초(아주 빠름 기준 25초)|
| 체력 | 850 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |
- 정밀 보안 자동추적기 연구 : 미사일 포탑과 행성요새의 사거리가 1만큼 증가합니다.
- 신소재 강철 장갑 업그레이드 : 건물의 방어력을 2 증가시킵니다. 벙커의 공간을 2 증가시킵니다. 사령부와 행성요새에 추가 탑승 공간을 5 증가시킵니다.
- 보병 무기 업그레이드 1,2,3 단계 : 보병 유닛의 공격력을 업그레이드 합니다.
- 보병 장갑 업그레이드 1,2,3 단계 : 보병 유닛의 방어력을 업그레이드 합니다."
33,0,미사일 포탑의 정보,"미사일 포탑은 스타크래프트2에 등장하는 테란 방어 건물 입니다. 미사일 포탑은 주의의 공중 유닛을 자동으로 감지하고 공격합니다. 기본적으로 탐지기 기능이 있으므로, 은폐 유닛과 잠복 유닛, 환상 유닛을 탐지할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 100|
| 건설 시간 | 25초(아주 빠름 기준 18초)|
| 체력 | 250 |
| 방어력 | 0 --> 2 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 11 |

공격 능력 
| 속성 | 정보 |
|-----|-----|
| 공격력 | 12 x 2 |
| 사정 거리 | 7 --> 8 (정밀 보안 자동추적기)|
| 공격 속도 | 0.8608(아주 빠름 기준 0.61) |
| 대상 | 공중 목표물 |"
34,0,벙커의 정보,"벙커는 스타크래프트2에 등장하는 테란 방어 건물 입니다. 보병 유닛을 벙커에 탑승시켜 안전하게 지역을 방어할 수 있습니다. 전투 자극제 기술이 있는 유닛은 벙커 안에서 전투 자극제를 사용할 수 있습니다. 또한 회수 기능을 사용하여 벙커에 소모된 자원의 75%를 회수하며 벙커를 파괴할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 100|
| 건설 시간 | 40초(아주 빠름 기준 29초)|
| 체력 | 400 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 탑승 정원 | 4 --> 6 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 10 |"
35,0,감지탑의 정보,"감지탑은 스타크래프트2에 등장하는 테란 건물 입니다. 멀리 떨어져있는 적 유닛들의 위치를 감지하며, 적을 포함한 모든 플레이어가 감지탑의 범위를 확인할 수 있습니다. 적의 움직임을 포착하지만, 지역을 밝히지는 못합니다. 은폐, 잠복 유닛은 감지탑이 감지하지 못합니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 125, 가스 100|
| 건설 시간 | 25초(아주 빠름 기준 18초)|
| 체력 | 200 |
| 방어력 | 0 --> 2 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 12 |

- 레이더 : 레이더 감지 범위 안에 있는 적의 움직임을 포착합니다. 주변 지역은 보이지 않습니다."
36,0,유령 사관학교의 정보,"유령 사관학교는 스타크래프트2에 등장하는 테란 건물 입니다. 유령 사관학교를 건설하면 병영에서 유령을 훈련할 수 있으며, 유령의 능력을 해금하는 연구를 수행할 수 있습니다. 전술 핵미사일을 배치하여, 유령이 전술 핵 미사일을 유도할 수 있습니다. 전술 핵미사일은 유령 사관학교마다 한개씩 보유할 수 있으므로, 유령 사관학교를 여러개 건설하면 다수의 핵미사일을 배치할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 50|
| 건설 시간 | 40초(아주 빠름 기준 29초)|
| 체력 | 1250 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |

- 개인 은폐 연구 : 유령이 은폐 능력을 사용할 수 있습니다.
- 핵미사일 배치 : 격납고에 전술 핵미사일을 배치합니다."
37,0,군수 공장의 정보,"군수 공장은 테란의 지상 기계 유닛을 생산하는 시설 입니다. 기술실과 반응로를 부착할 수 있습니다. 기술실을 부착할 경우 사이클론, 공성 전차, 토르(무기고 필요)를 생산할 수 있습니다. 반응로를 부착할 경우 화염차, 화염기갑병(무기고 필요), 땅거미 지뢰를 반응로에서 생산할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 100|
| 생산 유닛 | 화염차, 땅거미 지뢰, 사이클론, 공성 전차, 화염기갑병, 토르 |
| 건설 시간 | 60초(아주 빠름 기준 43초)|
| 체력 | 1250 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
38,0,우주 공항의 정보,"우주공항은 스타크래프트2에 등장하는 테런의 건물 입니다. 우주공항에서 테란의 공중 유닛(우주선)을 생산할 수 있습니다. 기술실과 반응로를 부착할 수 있으며, 기술실을 부착할 경우 밴시, 밤까마귀, 전투순양함(융합로 필요)을 생산할 수 있습니다. 반응로를 건설할 경우 바이킹, 해방선, 반응로에서 생산할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 100|
| 생산 유닛 | 바이킹, 의료선, 해방선, 밤까마귀, 밴시, 전투순양함|
| 건설 시간 | 50초(아주 빠름 기준 36초)|
| 체력 | 1300 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
39,0,무기고의 정보,"스타크래프트2에 등장하는 무기고는 테란의 연구 건물 입니다. 무기고에서 테란의 지상 기계 유닛과 공중 기계 유닛의 공격력과 방어력을 업그레이드하는 연구를 할 수 있습니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 100|
| 건설 시간 | 65초(아주 빠름 기준 46초)|
| 체력 | 750 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |

- 차량 무기 업그레이드 1,2,3 단계 : 군수공장에서 생산하는 유닛의 공격력을 업그레이드 합니다.
- 우주선 무기 업그레이드 1,2,3 단계 : 우주공항에서 생산하는 유닛의 공격력을 업그레이드 합니다.
- 차량 및 우주선 장갑 업그레이드 1,2,3 단계 : 군수공장과 우주공항에서 생산하는 유닛의 방어력을 업그레이드 합니다."
40,0,융합로의 정보,"융합로는 스타크래프트2에 등장하는 테란건물 입니다. 융합로를 건설하면 의료선 해방선 전투순양함을 업그레이드 할 수 있습니다. 또한 우주 공항에서 전투순양함 생산이 가능해집니다.

| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 150, 가스 150|
| 건설 시간 | 65초(아주 빠름 기준 46초)|
| 체력 | 750 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |

- 무기 재장비 연구 : 전투순양함이 야마토 포를 사용할 수 있습니다.
- 카두세우스 반응로 연구 : 의료선의 에너지 재생속도가 두배로 증가합니다.
- 첨단 탄도 시스템 연구 : 해방선의 수호기 모드 사거리가 3만큼 증가합니다."
41,0,테란의 부속 건물 정보,"스타크래프트2 테란의 부속 건물은 기술실과 반응로가 있습니다. 기술실과 반응로는 병영, 군수공장, 우주공항에 부착할 수 있습니다. 기술실을 부착할 경우 고급 유닛의 생산 및 업그레이드가 가능하며, 반응로를 부착하면 각 생산건물에서 기본적으로 생산 가능한 유닛을 추가로 생산할 수 있습니다.

기술실
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 50, 가스 25|
| 건설 시간 | 25초(아주 빠름 기준 18초)|
| 체력 | 400 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |

반응로 
| 속성 | 정보 |
|-----|-----|
| 비용 | 미네랄 50, 가스 25|
| 건설 시간 | 50초(아주 빠름 기준 36초)|
| 체력 | 400 |
| 방어력 | 1 --> 3 (신소재 강철 장갑) |
| 특성 | 중장갑-기계-구조물 |
| 시야 | 9 |"
41,1,기술실에 대한 정보,"기술실을 부착할 경우 가능한 기능들을 자세히 알려드리겠습니다.

병영 기술실 
- 전투 방패 연구 : 해병의 체력이 10만큼 증가합니다.
- 전투 자극제 연구 : 해병과 불곰이 전투 자극제를 사용할 수 있습니다. 전투 자극제를 사용한 유닛은 체력 피해를 빋지만, 짧은 시간 동안 공격 및 이동 속도가 증가합니다.
- 충격탄 연구 : 대상의 움직임이 느려지도록 불곰의 무기를 업그레이드 합니다. 거대 유닛은 면역입니다.
- 불곰 생산 : 병영에서 불곰의 생산이 가능해집니다.
- 유령 생산 : 병영에서 유령의 생산이 가능해집니다. (유령 사관학교 필요)

군수 공장 기술실 
- 지옥불 조기점화기 연구 : 화염차가 경장갑 유닛에게 5의 추가 피해를 입힙니다. 화염기갑병이 경장갑 유닛에게 12의 추가 피해를 입힙니다.
- 허리케인 추진기 연구 : 사이클론의 이도속도를 20% 향상시킵니다.
- 천공 발톱 연구 : 땅거미 지뢰의 잠복 및 활성화 시간이 3배 더 빨라집니다.
- 지능형 제어 장치 연구 : 화염차, 화염기갑병, 바이킹, 토르가 전투 모드를 빠르게 전환합니다.
- 공성전차 생산 : 군수공장에서 밴시 생산이 가능해집니다.
- 토르 생산 : 군수공장에서 토르 생산이 가능해집니다. (무기고 필요)
- 사이클론 생산 : 군수공장에서 사이클론 생산이 가능해집니다.

우주공항 기술실 
- 은폐장 연구 : 밴시가 은폐 능력을 사용할 수 있습니다.
- 초비행 회전날개 연구 : 밴시의 이동 속도가 증가합니다.
- 방해 매트릭스 연구 : 밤까마귀가 방해 매트릭스를 사용할 수 있습니다.
- 밴시 생산 : 우주공항에서 밴시 생산이 가능해집니다.
- 밤까마귀 생산 : 우주공항에서 밤까마귀 생산이 가능해집니다.
- 전투순양함 생산 : 우주공항에서 전투순양함 생산이 가능해집니다.(융합로 필요)"
41,2,반응로에 대한 벙보,"반응로를 부착하면 유닛을 동시에 두기씩 생산할 수 있습니다.

병영 반응로 
- 해병, 사신 생산 가능

군수공장 반응로 
- 화염차, 화염기갑병, 땅거미지뢰 생산 가능

우주공항 반응로 
- 바이킹, 의료선, 해방선 생산 가능"
42,0,전투 자극제의 정보,"전투자극제는 스타크래프트2에 등장하는 해병과 불곰이 사용할 수 있는 능력 입니다. 병영의 부착된 기술실에서 전투 자극제 사용 연구가 완료되면 해병과 불곰은 전투 자극제 사용 능력을 사용할 수 있습니다. 몇 초 동안 이동 및 공격속도를 크게 향상시키지만, 해병의 체력에 10, 불곰의 체력에 20의 피해를 입힙니다."
43,0,전투 방패의 정보,전투 방패는 스타크래프트2에 등장하는 해병의 추가 연구 입니다. 병영의 부착된 기술실에서 전투 방패 연구가 완료되면 해병의 체력이 10 증가합니다.
